Acinetobacter_baumannii,53.801588601663724
Bifidobacterium_adolescentis,4.2821757430574685
Bifidobacterium_longum,9.58822328359811
Capnocytophaga_ochracea,21.42379746835443
Enterobacter_cloacae,39.11860366601399
Eubacterium_siraeum,3.8056692181545015
Finegoldia_magna,5.054279391842837
Fusobacterium_nucleatum,3.4042243366760894
Helicobacter_cinaedi,3.030894612263622
Jonquetella_anthropi,16.208553018952458
Klebsiella_pneumoniae,65.32534587093093
Lactobacillus_reuteri,13.66647638407381
Neisseria_subflava,18.79883989271558
Parascardovia_denticolens,2.5772091702333917
Prevotella_oris,1.689929209282712
Pseudomonas_putida,64.15020690463935
Staphylococcus_epidermidis,43.066315597629604
Streptococcus_parasanguinis,4.792555675835126
